title,date,author
"
					[SALAH] Video “Tentara Cina sdh mulai beraksi kang sdh berani melawan tentara kita”				","Juli 9, 2022",Adi Syafitrah
"
					[SALAH] Video “Destinasi baru kebanggan masyarakat jateng stadium di atas danau”				","Juli 9, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Tangkapan Layar Artikel CNN Indonesia “PRESIDEN ZELENSKY DAN RAKYAT UKRAINA BANTAH DAN MARAH SUDAH DI FITNAH DAN DI RENDAHKAN JOKOWI”				","Juli 9, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Foto Artikel “Pesantren Alquran Terba4kar, 26 Santri Dan Dua Guru T3w4s Terp4ngg4ng”				","Juli 9, 2022",Adi Syafitrah
"
					[SALAH] Penemuan Burung Ababil di Palestina				","Juli 8, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Gambar Tangkapan Layar Artikel Viva “Jateng Disebut Provinsi Termiskin di Pulau Jawa”				","Juli 8, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Tenggelamnya Kapal Laut di Wilayah NTT dengan Menewaskan 139 Orang Penumpang				","Juli 7, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Video Sosok Makhluk Aneh di Hutan				","Juli 5, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Video Kebakaran SPBU Akibat Bayar Pakai HP Pada 1 Juli 2022				","Juli 4, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Artikel Berita “Puan: Jika Negara Ingin Maju Dan Berkembang, Pendidikan Agama Islam Harus Di Hapus!!”				","Juli 3, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Jokowi Didemo di Jerman				","Juli 3, 2022",Pemeriksa Fakta Junior
"
					[SALAH] “KEREN bendera NKRI kita terbentang luas di konser group Scorpion dipolandia berkat presiden kita Jokowi”				","Juli 2, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Megawati Resmi Tunjuk Ganjar Pranowo Sebagai Calon Presiden Untuk Pemilu 2024				","Juni 30, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Makan Buah Saat Perut Kosong Dapat Sembuhkan Kanker				","Juni 30, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Ketua Asosiasi Perangkat Desa Seluruh Indonesia (APDESI) Kabupaten Bireuen, Aceh Meminta Bantuan Uang dan Pulsa				","Juni 30, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Informasi Lowongan Pekerjaan PT Pelabuhan Indonesia III				","Juni 30, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Pemilik Bahan Peledak dan Senjata Api di Bandung telah Ditemukan				","Juni 30, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Beli BBM Harus Pakai Aplikasi MyPertamina				","Juni 30, 2022",Pemeriksa Fakta Junior
"
					[SALAH] MK Legalkan Zina dan LGBT				","Juni 30, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Surat Undangan Pengadaan Bahan Baku di PT Sido Muncul				","Juni 30, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Foto “Karya fenomenal ahok beli tanah sendiri beli bus rongsokan”				","Juni 29, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Festival Musik Glastonbury Dipenuhi Sampah Setelah Pidato Greta Thunberg				","Juni 29, 2022",Pemeriksa Fakta Junior
"
					[SALAH] “Kadrun adalah sebutan PKI tahun 1960an pada umat Islam sebagai musuhnya.”				","Juni 29, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Video Banyak Domba Mati di Idaho, Amerika Serikat				","Juni 29, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Foto Badai Petir yang Terlihat dari Luar Angkasa				","Juni 29, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Efektivitas Vaksin Pfizer Hanya Sebesar 12%				","Juni 29, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Foto Gerhana Matahari dari Luar Angkasa				","Juni 29, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Foto Arnold Schwarzenegger Mengenakan Kaus Bergambar Peta Krimea				","Juni 29, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Foto Pemandangan Alam Palestina				","Juni 29, 2022",Pemeriksa Fakta Junior
"
					[SALAH] “Vaksin Cacar Menyebabkan Gelombang Infeksi Virus AIDS”				","Juni 28, 2022",Pemeriksa Fakta Junior
"
					[SALAH] “AKHIRNYA PARTAI PKS DIBUBARKAN”				","Juni 28, 2022",Pemeriksa Fakta Junior
"
					[SALAH] “Studi CDC Mengonfirmasi Kekebalan Alami Lebih Kuat Daripada Vaksin COVID-19”				","Juni 28, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Akun WhatsApp Bank BRI “082316350080”				","Juni 28, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Sopir Ambulan Mendapat Wangsit dari Jenazah Eril				","Juni 28, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Jenazah Eril Tidak Boleh Dibawa Pulang ke Indonesia				","Juni 28, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Foto Kwitansi Hutang Soekarno yang Diterbitkan Bank Negara Indonesia Tahun 1941				","Juni 28, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Pesan Whatsapp Acara Launching Program Baru MNC Peduli				","Juni 27, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Informasi Razia Kendaraan di Cicurug				","Juni 27, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Akun Whatsapp Kadisminfosantik Kalteng Agus Siswadi “081213008042”				","Juni 27, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Surat Gubernur Papua Perihal Pangkodap TPNPB & Seluruh TPM-OPM Menurunkan Senjata				","Juni 26, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Daftar Biaya Tilang Terbaru di Indonesia				","Juni 26, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Video Gunung Anak Krakatau Bocor pada 17 Juni 2022				","Juni 26, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Anies Baswedan Menandatangani Kontrak untuk Pimpin Jakarta dengan Syariat Islam				","Juni 25, 2022",Pemeriksa Fakta Junior
"
					[SALAH] “Orang Cina SIAP Perang dengan Pribumi dengan Senjata Replika”				","Juni 24, 2022",Pemeriksa Fakta Junior
"
					[SALAH] China Meluncurkan Matahari Buatan				","Juni 24, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Anies Baswedan di Cover Majalah Al Islam: “Wujudkan Jakarta Bersyariah”				","Juni 24, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Foto Jokowi Memangku Wanita Berbikini di Pantai				","Juni 24, 2022",Syarief Ramaputra
"
					[SALAH] Luna Maya Hamil Anak Kembar				","Juni 24, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Video Polisi Hindutva India Menyerang Secara Brutal Seorang Pria Muslim Tua				","Juni 23, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Bill Gates Menyiapkan Miliaran Vaksin Cacar Monyet				","Juni 23, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Justin Bieber Mengatakan Kelumpuhan Wajahnya Disebabkan Oleh Vaksin Covid-19				","Juni 23, 2022",Pemeriksa Fakta Junior
"
					[SALAH] “Alhamdullilah, Biang Coronanya Udah Tertangkap”				","Juni 23, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Jenazah Nenek Hindun Ditolak dan Tidak Disalatkan Karena Memilih Ahok				","Juni 23, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Video Jokowi Memantau Kasus Penghinaan Agama Buddha				","Juni 23, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Sampul Majalah Tempo “SANG DALANG PERUSAK BHINNEKA”				","Juni 23, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Gempita Maulid Nabi di Bombay pada 17 Juni 2022				","Juni 23, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Bendera dan Atribut PDI-P Dilarang Beredar di Sumatera Barat karena Telah Menjadi Partai Terlarang				","Juni 23, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Foto “orang2 dari zaman belanda ternyata udah romantis”				","Juni 23, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Video Anies Baswedan di Produk Mainan Hot Wheels sebagai Atribut Ajang Formula E				","Juni 23, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Lemon Dapat Membunuh Sel Kanker dan 10.000 Kali Lebih Ampuh Daripada Kemoterapi				","Juni 23, 2022",Syarief Ramaputra
"
					[SALAH] Ustads Abdul Somad Endors Behel Biru				","Juni 23, 2022",Tim Kalimasada
"
					[SALAH] Akun Whatsapp Bupati Gresik Fandi Akhmad Yani Menggalang Dana				","Juni 22, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Akun Whatsapp Sekretaris Daerah Probolinggo Ninik Ira Wibawati “+6281331122426”				","Juni 22, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Link Bantuan PKH Tahap 2				","Juni 22, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Lowongan Pekerjaan Dinas P3AP2KB Pasuruan				","Juni 22, 2022",Pemeriksa Fakta Junior
"
					[SALAH] Beberapa Nomor Telepon Luar Negeri yang Bisa Menyalin Data di HP				","Juni 22, 2022",Tim Kalimasada
"
					[SALAH] Video Penyebaran Chemtrail di Blora Melalui Pesawat Bikin Sakit Mata				","Juni 22, 2022",Pemeriksa Fakta Junior
